Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,home_elo,away_elo,goal_diff,total_goals,Over_2.5,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_cards,away_cards,boring_match,home_xG,away_xG,home_form,away_form,home_shots_last5,away_shots_last5,home_shots_on_target_last5,away_shots_on_target_last5,home_cards_last5,away_cards_last5,home_fouls_last5,away_fouls_last5,home_xg_last5,away_xg_last5,elo_diff,match_weight
E0,2022-05-15,14:00,Wolves,Norwich,1,1,D,0,1,A,T Harrington,17,11,4,2,5,10,5,3,0,3,0,0,1482.3965288170261,1379.8511475781743,0,2,0,17,11,4,2,5,10,0,3,0,2.9000000000000004,1.7000000000000002,1.6,1.4,13.8,11.8,5.2,3.0,2.6,1.8,11.8,9.6,2.94,2.0799999999999996,102.54538123885186,0.14374951018029483
E0,2022-05-15,14:00,West Ham,Man City,2,2,D,2,0,H,A Taylor,6,31,2,8,9,5,4,9,3,1,0,0,1504.9122062784402,1774.8224180248676,0,4,1,6,31,2,8,9,5,3,1,0,1.2000000000000002,5.5,1.2,1.2,14.8,11.6,5.2,3.2,2.4,1.8,14.2,9.8,3.04,2.12,-269.9102117464274,0.14374951018029483
E0,2022-05-15,14:00,Leeds,Brighton,1,1,D,0,1,A,M Dean,19,16,5,6,16,8,8,1,3,2,0,0,1418.317563538154,1534.2526773855939,0,2,0,19,16,5,6,16,8,3,2,0,3.4000000000000004,3.4,1.2,1.0,14.8,13.6,6.2,4.2,2.0,2.0,16.4,9.2,3.34,2.62,-115.93511384743988,0.14374951018029483
E0,2022-05-15,12:00,Tottenham,Burnley,1,0,H,1,0,H,K Friend,21,8,8,1,12,8,8,2,3,2,0,0,1595.8135457064714,1429.260203361147,1,1,0,21,8,8,1,12,8,3,2,0,4.5,1.1,1.0,2.0,16.2,15.2,5.8,6.0,1.0,2.4,15.0,8.0,3.3599999999999994,3.3200000000000003,166.55334234532438,0.14374951018029483
E0,2022-05-15,14:00,Watford,Leicester,1,5,A,1,2,A,J Gillett,13,13,5,7,4,6,7,3,0,1,0,0,1385.2837294045091,1460.7504718190191,-4,6,1,13,13,5,7,4,6,0,1,0,2.8,3.4000000000000004,1.0,1.4,14.2,14.2,5.8,4.4,2.4,1.8,15.0,8.8,3.16,2.7399999999999998,-75.46674241451001,0.14374951018029483
E0,2022-05-15,14:00,Aston Villa,Crystal Palace,1,1,D,0,0,D,C Kavanagh,13,16,4,4,11,15,1,5,1,3,0,0,1516.4519754531325,1509.7755163864383,0,2,0,13,16,4,4,11,15,1,3,0,2.5,2.8,1.2,1.6,15.8,13.8,5.6,5.0,1.2,2.2,14.4,8.2,3.2600000000000002,2.88,6.6764590666941785,0.14374951018029483
E0,2022-05-16,20:00,Newcastle,Arsenal,2,0,H,0,0,D,D England,16,11,4,2,11,8,12,8,0,3,0,0,1551.5084294146627,1648.1717461626545,2,2,0,16,11,4,2,11,8,0,3,0,2.8,1.7000000000000002,1.2,2.4,14.8,12.2,4.4,4.0,1.8,1.0,10.2,7.8,2.8,2.4200000000000004,-96.66331674799176,0.1437692021802529
E0,2022-05-17,19:45,Southampton,Liverpool,1,2,A,1,1,D,M Atkinson,4,24,2,5,6,6,1,9,2,0,0,0,1410.4070696372644,1735.7306175585784,-1,3,1,4,24,2,5,6,6,2,0,0,1.0,3.9000000000000004,1.0,2.2,14.4,11.6,4.8,3.6,1.8,1.6,12.4,9.6,2.88,2.24,-325.323547921314,0.14378891836493837
E0,2022-05-19,19:45,Everton,Crystal Palace,3,2,H,0,2,A,A Taylor,12,7,6,5,9,13,4,5,2,3,0,0,1433.7390387348248,1509.9676566754974,1,5,1,12,7,6,5,9,13,2,3,0,3.0,2.2,1.0,2.6,13.8,14.8,4.6,5.4,1.6,1.0,12.2,8.4,2.7600000000000002,3.1000000000000005,-76.22861794067262,0.14382842350292163
E0,2022-05-19,20:00,Aston Villa,Burnley,1,1,D,0,1,A,P Tierney,22,10,9,5,11,20,13,6,0,1,0,1,1516.2598351640734,1423.7176651372815,0,2,0,22,10,9,5,11,20,0,2,0,4.9,2.5,0.8,2.2,13.6,12.2,4.2,5.0,1.2,1.2,11.6,9.6,2.62,2.7199999999999998,92.54217002679184,0.14382842350292163
E0,2022-05-19,20:00,Chelsea,Leicester,1,1,D,1,1,D,S Attwell,20,2,7,1,13,7,6,0,4,1,0,0,1591.0301006946236,1468.6118921441318,0,2,0,20,2,7,1,13,7,4,1,0,4.1,0.5,0.8,1.4,13.4,9.8,4.4,3.6,1.2,1.4,11.0,10.4,2.66,2.06,122.41820855049173,0.14382842350292163
E0,2022-05-22,16:00,Norwich,Tottenham,0,5,A,0,2,A,C Kavanagh,9,19,0,13,13,7,3,2,3,1,0,0,1382.7198209880085,1601.3560839303368,-5,5,1,9,19,0,13,13,7,3,1,0,0.9,5.8,1.0,1.0,10.2,15.4,3.0,3.6,1.2,1.8,8.0,11.0,1.9200000000000004,2.6199999999999997,-218.63626294232836,0.14388786394004577
E0,2022-05-22,16:00,Liverpool,Wolves,3,1,H,1,1,D,A Taylor,29,7,8,5,6,3,5,3,1,0,0,0,1738.3951801928324,1479.527855407192,2,4,1,29,7,8,5,6,3,1,0,0,5.300000000000001,2.2,1.0,1.2,11.6,11.4,3.6,3.8,1.8,1.2,9.6,11.2,2.2399999999999998,2.28,258.86732478564045,0.14388786394004577
E0,2022-05-22,16:00,Man City,Aston Villa,3,2,H,0,1,A,M Oliver,24,4,5,2,5,11,13,1,0,1,0,0,1768.313387432231,1513.6575101927356,1,5,1,24,4,5,2,5,11,0,1,0,3.9000000000000004,1.0,1.0,1.4,11.8,14.0,2.8,4.2,1.6,1.2,9.2,12.0,2.0200000000000005,2.66,254.65587723949534,0.14388786394004577
E0,2022-05-22,16:00,Leicester,Southampton,4,1,H,0,0,D,J Moss,12,7,6,2,10,5,3,3,0,1,0,0,1471.9964537482751,1407.7425070030104,3,5,1,12,7,6,2,10,5,0,1,0,3.0,1.3,0.8,1.6,13.6,13.2,3.8,5.2,1.8,1.4,10.2,12.0,2.5,2.88,64.25394674526478,0.14388786394004577
E0,2022-05-22,16:00,Crystal Palace,Man United,1,0,H,1,0,H,M Atkinson,6,10,3,4,12,22,3,6,2,4,0,0,1497.8081612092676,1578.812826139276,1,1,0,6,10,3,4,12,22,2,4,0,1.5,2.2,0.6,2.2,14.4,13.2,3.8,5.6,2.4,0.8,11.0,12.4,2.58,3.0,-81.0046649300084,0.14388786394004577
E0,2022-05-22,16:00,Chelsea,Watford,2,1,H,1,0,H,M Dean,19,8,8,3,9,9,3,3,0,0,0,0,1587.6455390904803,1377.4223090793964,1,3,1,19,8,8,3,9,9,0,0,0,4.3,1.7,0.6,2.25,16.2,13.0,4.4,6.25,2.8,1.0,10.4,12.5,2.94,3.175,210.22323001108384,0.14388786394004577
E0,2022-05-22,16:00,Burnley,Newcastle,1,2,A,0,1,A,C Pawson,12,8,5,6,8,9,8,2,1,0,0,0,1426.3199901086193,1564.2209922758984,-1,3,1,12,8,5,6,8,9,1,0,0,2.7,2.5999999999999996,0.6,2.0,16.4,12.666666666666666,4.8,5.333333333333333,2.2,1.3333333333333333,10.0,11.666666666666666,3.0799999999999996,2.8666666666666667,-137.9010021672791,0.14388786394004577
E0,2022-05-22,16:00,Brighton,West Ham,3,1,H,0,1,A,K Friend,18,7,7,2,9,9,5,6,1,1,0,0,1531.034369599597,1511.4212368710769,2,4,1,18,7,7,2,9,9,1,1,0,3.9000000000000004,1.3,0.8,3.0,15.4,16.0,4.6,7.5,1.8,1.5,10.2,14.5,2.92,3.85,19.613132728520213,0.14388786394004577
E0,2022-05-22,16:00,Brentford,Leeds,1,2,A,0,0,D,P Tierney,14,14,5,6,11,13,3,2,2,1,1,0,1515.438858984847,1421.5358713241508,-1,3,1,14,14,5,6,11,13,3,1,0,2.9000000000000004,3.2,1.2,3.0,14.4,10.0,4.4,5.0,1.8,0.0,10.2,13.0,2.7600000000000002,2.5,93.90298766069623,0.14388786394004577
E0,2022-05-22,16:00,Arsenal,Everton,5,1,H,2,1,H,A Marriner,26,6,9,2,8,9,12,2,0,1,0,0,1635.4591833014188,1445.8985342010546,4,6,1,26,6,9,2,8,9,0,1,0,5.3,1.2000000000000002,1.0,,13.6,,4.6,,1.4,,10.8,,2.7399999999999998,,189.56064910036412,0.14388786394004577
E0,2022-08-05,20:00,Crystal Palace,Arsenal,0,2,A,0,1,A,A Taylor,10,10,2,2,16,11,3,5,1,2,0,0,1526.5358445577144,1693.6162436955715,-2,2,0,10,10,2,2,16,11,1,2,0,1.6,1.6,2.0,1.8,16.0,17.2,7.0,5.0,1.6,1.8,10.0,10.0,3.7,3.22,-167.08039913785706,0.14544963534403693
E0,2022-08-06,17:30,Everton,Chelsea,0,1,A,0,1,A,C Pawson,8,15,4,6,14,11,4,16,3,2,0,0,1500.3980359185346,1584.5957267318852,-1,1,0,8,15,4,6,14,11,3,2,0,2.0,3.3,1.8,2.6,19.8,18.8,6.8,8.4,3.8,1.6,13.8,9.8,4.0200000000000005,4.4,-84.19769081335062,0.14547150488328436
E0,2022-08-06,15:00,Tottenham,Southampton,4,1,H,2,1,H,A Marriner,18,10,8,2,11,6,10,2,3,0,0,0,1534.9426095451272,1351.1039202390002,3,5,1,18,10,8,2,11,6,3,0,0,4.2,1.6,2.2,2.2,17.6,16.6,6.6,6.6,4.2,2.0,13.8,10.4,3.7399999999999998,3.6400000000000006,183.83868930612698,0.14547150488328436
E0,2022-08-06,15:00,Newcastle,Nott'm Forest,2,0,H,0,0,D,S Hooper,23,5,10,0,9,14,11,1,0,3,0,0,1549.159595071372,1466.3057781814155,2,2,0,23,5,10,0,9,14,0,3,0,5.300000000000001,0.5,1.8,2.0,16.8,18.2,6.4,6.8,4.6,2.4,11.4,10.2,3.6,3.8600000000000003,82.85381688995653,0.14547150488328436
E0,2022-08-06,15:00,Bournemouth,Aston Villa,2,0,H,1,0,H,P Bankes,7,15,3,2,18,16,5,5,3,3,0,0,1499.590844046198,1570.7281183514494,2,2,0,7,15,3,2,18,16,3,3,0,1.6,2.1,1.6,1.2,15.2,15.6,6.2,4.6,3.2,2.4,9.8,10.4,3.38,2.9400000000000004,-71.13727430525137,0.14547150488328436
E0,2022-08-06,12:30,Fulham,Liverpool,2,2,D,1,0,H,A Madley,9,11,3,4,7,9,4,4,2,0,0,0,1499.9231687925592,1674.9780717895317,0,4,1,9,11,3,4,7,9,2,0,0,1.7999999999999998,2.3,2.4,1.6,15.8,16.2,7.4,5.2,2.2,2.2,9.8,10.0,3.8,3.1800000000000006,-175.0549029969725,0.14547150488328436
E0,2022-08-06,15:00,Leeds,Wolves,2,1,H,1,1,D,R Jones,12,15,4,6,13,9,6,4,2,0,0,0,1500.0,1454.4598423534544,1,3,1,12,15,4,6,13,9,2,0,0,2.4000000000000004,3.3,1.6,1.6,15.4,18.6,6.4,6.6,4.0,2.2,11.4,9.4,3.46,3.8400000000000007,45.540157646545595,0.14547150488328436
E0,2022-08-07,14:00,Leicester,Brentford,2,2,D,1,0,H,J Gillett,14,8,5,3,6,5,5,6,0,0,0,0,1377.426052933528,1457.8959377860192,0,4,1,14,8,5,3,6,5,0,0,0,2.9000000000000004,1.7,1.8,3.0,17.8,20.0,6.8,9.2,2.8,1.4,14.0,8.6,3.8200000000000003,4.76,-80.4698848524913,0.1454934036378275
E0,2022-08-07,14:00,Man United,Brighton,1,2,A,0,2,A,P Tierney,17,15,5,4,7,12,6,2,4,1,0,0,1535.0892772435675,1499.5999702806673,-1,3,1,17,15,5,4,7,12,4,1,0,3.2,2.7,1.8,2.4,19.6,17.8,7.4,7.0,2.0,0.8,14.4,9.4,4.18,3.8800000000000003,35.48930696290017,0.1454934036378275
E0,2022-08-07,16:30,West Ham,Man City,0,2,A,0,1,A,M Oliver,6,14,1,2,8,4,1,4,0,1,0,0,1494.091526775614,1689.5176103019357,-2,2,0,6,14,1,2,8,4,0,1,0,0.9000000000000001,2.0,2.2,2.4,20.0,17.6,8.2,6.4,2.0,0.8,13.6,8.0,4.459999999999999,3.6799999999999997,-195.4260835263217,0.1454934036378275
E0,2022-08-13,17:30,Brentford,Man United,4,0,H,4,0,H,S Attwell,13,15,7,4,6,15,8,2,0,4,0,0,1455.6203733878692,1524.071350731334,4,4,1,13,15,7,4,6,15,0,4,0,3.4000000000000004,2.7,1.25,2.4,9.75,16.8,3.5,5.8,2.25,1.2,13.0,8.8,2.025,3.4200000000000004,-68.45097734346473,0.1456254136417409
E0,2022-08-13,12:30,Aston Villa,Everton,2,1,H,1,0,H,M Oliver,12,15,4,4,9,7,5,8,4,1,0,0,1558.7087631759587,1492.7750875786853,1,3,1,12,15,4,4,9,7,4,1,0,2.4000000000000004,2.7,2.0,2.2,21.0,18.2,7.2,6.0,2.2,0.8,11.6,6.6,4.26,3.62,65.93367559727335,0.1456254136417409
E0,2022-08-13,15:00,Arsenal,Leicester,4,2,H,2,0,H,D England,19,6,7,2,15,9,6,2,1,1,0,0,1699.1466343339093,1379.7016173316779,2,6,1,19,6,7,2,15,9,1,1,0,4.0,1.2000000000000002,2.4,2.4,19.6,17.4,7.6,5.2,2.2,1.2,10.6,6.8,4.24,3.3,319.44501700223145,0.1456254136417409
E0,2022-08-13,15:00,Brighton,Newcastle,0,0,D,0,0,D,G Scott,13,4,7,1,8,6,7,3,2,3,0,0,1510.6178967929009,1556.8190710611439,0,0,0,13,4,7,1,8,6,2,3,0,3.4000000000000004,0.7,,1.8,,16.4,,5.4,,1.2,,8.4,,3.2600000000000002,-46.201174268242994,0.1456254136417409
E0,2022-08-13,15:00,Man City,Bournemouth,4,0,H,3,0,H,D Coote,19,3,7,1,9,9,11,1,0,3,0,0,1694.4194476024009,1511.6101992216888,4,4,1,19,3,7,1,9,9,0,3,0,4.0,0.6000000000000001,4.0,1.6,14.0,17.6,6.0,5.6,1.0,1.4,11.0,8.6,3.2,3.4400000000000004,182.809248380712,0.1456254136417409
E0,2022-08-13,15:00,Wolves,Fulham,0,0,D,0,0,D,J Brooks,7,9,1,3,7,14,5,3,3,3,0,0,1445.7631381520553,1504.5745530241377,0,0,0,7,9,1,3,7,14,3,3,0,1.0,1.7999999999999998,1.3333333333333333,2.2,9.666666666666666,18.0,3.6666666666666665,6.6,2.3333333333333335,1.4,13.333333333333334,8.4,2.066666666666667,3.78,-58.81141487208242,0.1456254136417409
E0,2022-08-13,15:00,Southampton,Leeds,2,2,D,0,0,D,T Harrington,14,13,4,5,10,12,2,5,1,3,0,0,1345.9510801686238,1508.6967042013991,0,4,1,14,13,4,5,10,12,1,3,0,2.6,2.8,2.0,1.6,9.0,18.2,3.0,6.4,1.5,1.0,11.0,8.8,1.8,3.7399999999999998,-162.74562403277537,0.1456254136417409
E0,2022-08-14,16:30,Chelsea,Tottenham,2,2,D,1,0,H,A Taylor,16,10,3,5,9,9,8,5,3,0,0,0,1592.2186750717344,1540.0954496155036,0,4,1,16,10,3,5,9,9,3,0,0,2.5,2.5,1.0,3.0,11.2,19.6,3.4,5.4,2.0,1.0,11.8,5.6,2.1399999999999997,3.5799999999999996,52.123225456230784,0.14564751888624694
E0,2022-08-14,14:00,Nott'm Forest,West Ham,1,0,H,1,0,H,R Jones,13,19,6,5,10,11,6,7,4,1,0,0,1458.6463021916436,1489.189689475149,1,1,0,13,19,6,5,10,11,4,1,0,3.0999999999999996,3.4000000000000004,1.2,2.6,11.0,20.4,3.4,5.8,1.8,1.0,12.2,7.0,2.12,3.78,-30.543387283505353,0.14564751888624694
E0,2022-08-15,20:00,Liverpool,Crystal Palace,1,1,D,0,1,A,P Tierney,24,7,4,3,7,8,4,2,2,4,1,0,1670.3266875579532,1521.0054539193766,0,2,0,24,7,4,3,7,8,3,4,0,3.6000000000000005,1.6,1.0,3.2,13.2,20.2,3.8,6.2,2.0,1.4,12.0,5.8,2.46,3.88,149.3212336385766,0.1456696539155576
E0,2022-08-20,12:30,Tottenham,Wolves,1,0,H,0,0,D,S Hooper,11,20,4,3,10,8,8,6,2,2,0,0,1541.584521942776,1447.4398824969428,1,1,0,11,20,4,3,10,8,2,2,0,2.3,2.9,1.4,2.6,13.0,19.0,3.2,5.8,1.6,1.0,10.4,6.4,2.2600000000000002,3.6400000000000006,94.14463944583326,0.14578077837391246
E0,2022-08-20,15:00,Crystal Palace,Aston Villa,3,1,H,1,1,D,A Madley,17,13,9,5,16,14,4,2,2,1,0,0,1525.0568371161185,1566.8334972437865,2,4,1,17,13,9,5,16,14,2,1,0,4.4,2.8,1.6,2.2,14.2,19.0,3.6,6.2,1.6,1.0,10.0,6.2,2.5,3.7600000000000002,-41.77666012766804,0.14578077837391246
E0,2022-08-20,15:00,Everton,Nott'm Forest,1,1,D,0,0,D,A Marriner,19,14,8,5,6,9,6,2,3,2,0,0,1484.6503535108575,1469.5231538406667,0,2,0,19,14,8,5,6,9,3,2,0,4.3,2.9000000000000004,1.8,1.8,12.6,16.0,4.2,5.8,1.8,1.0,9.6,6.6,2.52,3.34,15.127199670190748,0.14578077837391246
E0,2022-08-20,15:00,Fulham,Brentford,3,2,H,2,1,H,P Bankes,18,13,9,5,13,7,6,3,3,2,0,0,1502.8978086792501,1467.5654490909374,1,5,1,18,13,9,5,13,7,3,2,0,4.5,2.8,1.4,1.6,13.2,16.2,4.6,6.4,1.4,0.8,11.2,7.8,2.7,3.54,35.332359588312784,0.14578077837391246
E0,2022-08-20,15:00,Leicester,Southampton,1,2,A,0,0,D,M Salisbury,6,9,1,3,11,15,2,5,2,3,0,0,1376.957925417671,1350.320294815718,-1,3,1,6,9,1,3,11,15,2,3,0,0.9000000000000001,1.7999999999999998,2.0,1.6,12.6,17.2,5.4,6.2,1.2,1.0,10.6,9.2,2.88,3.5799999999999996,26.637630601953106,0.14578077837391246
E0,2022-08-20,17:30,Bournemouth,Arsenal,0,3,A,0,2,A,C Pawson,6,14,1,6,12,10,3,4,2,1,0,0,1506.434658407366,1701.8903262479162,-3,3,1,6,14,1,6,12,10,2,1,0,0.9000000000000001,3.2,1.8,1.6,12.2,17.0,5.6,6.0,1.2,1.0,11.6,9.8,2.9,3.5,-195.45566784055018,0.14578077837391246
E0,2022-08-21,14:00,West Ham,Brighton,0,2,A,0,1,A,A Taylor,13,11,3,2,10,7,5,4,2,0,0,0,1478.3128378261258,1511.939890355575,-2,2,0,13,11,3,2,10,7,2,0,0,2.2,1.7000000000000002,2.0,1.2,12.2,14.6,5.8,4.6,1.0,1.2,12.8,10.4,2.96,2.8400000000000003,-33.6270525294492,0.14580309363945831
E0,2022-08-21,16:30,Newcastle,Man City,3,3,D,2,1,H,J Gillett,12,21,6,10,14,7,5,5,4,2,0,0,1555.4970774984697,1699.5949884167237,0,6,1,12,21,6,10,14,7,4,2,0,3.0,5.1,2.4,1.6,12.0,13.4,5.6,4.8,1.0,1.8,12.0,11.4,2.88,2.7800000000000002,-144.097910918254,0.14580309363945831
E0,2022-08-21,14:00,Leeds,Chelsea,3,0,H,2,0,H,S Attwell,12,14,6,3,16,15,4,6,0,1,0,1,1504.327489554305,1590.729602744462,3,3,1,12,14,6,3,16,15,0,2,0,3.0,2.3,2.4,1.2,12.8,14.8,6.6,4.8,0.8,0.8,11.6,9.0,3.2599999999999993,2.9200000000000004,-86.40211319015702,0.14580309363945831
E0,2022-08-22,20:00,Man United,Liverpool,2,1,H,1,0,H,M Oliver,12,17,4,5,11,7,6,8,3,1,0,0,1512.1262750282658,1666.2753043612115,1,3,1,12,17,4,5,11,7,3,1,0,2.4000000000000004,3.2,2.2,1.2,12.4,13.4,5.4,4.2,0.8,1.2,12.8,9.8,2.8600000000000003,2.6,-154.1490293329457,0.14582543920133317
E0,2022-08-27,17:30,Arsenal,Fulham,2,1,H,0,0,D,J Gillett,22,11,8,3,6,12,9,2,2,3,0,0,1706.7915333876335,1511.8843528736581,1,3,1,22,11,8,3,6,12,2,3,0,4.6,2.0,1.4,2.0,15.0,12.8,6.0,5.6,1.2,1.2,6.6,8.6,3.3,2.96,194.9071805139754,0.1459376240585083
E0,2022-08-27,12:30,Southampton,Man United,0,1,A,0,0,D,A Madley,17,11,5,6,4,14,5,3,0,3,0,0,1361.085488727311,1526.2931480735053,-1,1,0,17,11,5,6,4,14,0,3,0,3.2,2.9,2.4,1.8,15.8,15.0,6.6,4.6,0.6,1.6,12.2,9.8,3.56,2.88,-165.2076593461943,0.1459376240585083
E0,2022-08-27,15:00,Brentford,Everton,1,1,D,0,1,A,J Brooks,19,14,5,7,8,8,8,5,2,2,0,0,1458.5789048965294,1484.2152326225491,0,2,0,19,14,5,7,8,8,2,2,0,3.4000000000000004,3.5,1.8,1.8,14.0,16.8,5.8,5.2,0.6,2.0,12.0,12.2,3.1399999999999997,3.2399999999999998,-25.636327726019772,0.1459376240585083
E0,2022-08-27,15:00,Brighton,Leeds,1,0,H,0,0,D,M Salisbury,13,10,4,2,10,14,5,3,2,3,0,0,1520.9750368940392,1516.7643135690262,1,1,0,13,10,4,2,10,14,2,3,0,2.5,1.6,2.0,2.6,14.8,16.4,6.4,5.8,0.4,1.8,10.6,11.4,3.4,3.38,4.210723325013078,0.1459376240585083
E0,2022-08-27,15:00,Chelsea,Leicester,2,1,H,0,0,D,P Tierney,7,17,3,5,10,7,3,11,1,2,1,0,1578.2927787297408,1366.192731506078,1,3,1,7,17,3,5,10,7,2,2,0,1.6,3.2,1.4,2.4,12.6,17.0,5.2,6.4,0.6,1.8,8.8,10.4,2.82,3.62,212.10004722366284,0.1459376240585083
E0,2022-08-27,15:00,Liverpool,Bournemouth,9,0,H,5,0,H,S Attwell,19,5,12,2,6,5,8,1,0,1,0,0,1652.108431315972,1501.5334512676486,9,9,1,19,5,12,2,6,5,0,1,0,5.5,1.1,1.4,2.8,14.4,13.6,5.2,6.0,1.0,1.8,8.2,10.0,3.0,3.16,150.57498004832337,0.1459376240585083
E0,2022-08-27,15:00,Man City,Crystal Palace,4,2,H,0,2,A,D England,18,2,5,2,14,8,6,1,1,2,0,0,1695.670028779131,1536.2535043239109,2,6,1,18,2,5,2,14,8,1,2,0,3.3,0.8,1.8,2.2,13.8,12.2,5.6,5.8,0.8,1.6,6.8,10.4,3.06,2.96,159.41652445522004,0.1459376240585083
E0,2022-08-28,16:30,Nott'm Forest,Tottenham,0,2,A,0,1,A,C Pawson,17,18,1,7,11,13,6,1,6,1,0,0,1469.958274728975,1548.9392495252478,-2,2,0,17,18,1,7,11,13,6,1,0,2.0,3.9000000000000004,2.4,1.8,13.6,21.2,7.0,7.8,1.4,0.6,8.4,8.0,3.46,4.459999999999999,-78.98097479627268,0.14596015296376091
E0,2022-08-28,14:00,Aston Villa,West Ham,0,1,A,0,0,D,D Coote,9,7,3,2,10,10,3,2,2,0,0,0,1555.636830035994,1469.2776912876616,-1,1,0,9,7,3,2,10,10,2,0,0,1.7999999999999998,1.3,1.2,1.8,14.0,13.6,5.6,5.6,1.6,0.8,8.4,8.2,3.0799999999999996,3.04,86.3591387483325,0.14596015296376091
E0,2022-08-28,14:00,Wolves,Newcastle,1,1,D,1,0,H,P Bankes,10,21,4,6,10,11,4,13,2,1,0,0,1440.085154914471,1559.4220371360625,0,2,0,10,21,4,6,10,11,2,1,0,2.2,3.9,2.0,1.8,16.4,17.2,7.0,5.6,1.4,0.2,8.6,6.6,3.7399999999999998,3.4,-119.3368822215914,0.14596015296376091
E0,2022-08-30,19:30,Crystal Palace,Brentford,1,1,D,0,0,D,S Hooper,13,9,4,3,11,8,4,6,1,2,0,0,1530.5448681574383,1459.315441500562,0,2,0,13,9,4,3,11,8,1,2,0,2.5,1.7999999999999998,1.8,1.8,10.4,23.2,5.0,8.6,1.4,1.2,9.0,8.2,2.54,4.9,71.22942665687629,0.14600530331201603
E0,2022-08-30,19:30,Fulham,Brighton,2,1,H,0,0,D,T Bramall,10,7,3,4,9,11,3,3,2,1,0,0,1506.9714537841671,1530.8538484679098,1,3,1,10,7,3,4,9,11,2,1,0,1.9,1.9,2.2,1.8,10.0,20.6,4.2,8.2,1.2,1.8,8.6,8.0,2.2600000000000002,4.52,-23.882394683742632,0.14600530331201603
E0,2022-08-30,19:45,Southampton,Chelsea,2,1,H,2,1,H,M Oliver,9,10,7,4,15,10,5,3,2,1,0,0,1355.5118607354675,1582.8481789683938,1,3,1,9,10,7,4,15,10,2,1,0,3.0,2.2,2.4,1.8,12.2,21.4,4.6,8.6,0.6,2.0,6.8,7.2,2.6,4.720000000000001,-227.33631823292626,0.14600530331201603
E0,2022-08-30,20:00,Leeds,Everton,1,1,D,0,1,A,D England,14,7,5,2,10,9,10,2,3,3,0,0,1506.8855019951557,1483.4786960185165,0,2,0,14,7,5,2,10,9,3,3,0,2.9000000000000004,1.3,2.0,2.2,11.2,18.4,3.4,8.8,0.8,2.6,7.8,9.8,2.1399999999999997,4.4799999999999995,23.406805976639134,0.14600530331201603
E0,2022-08-31,19:30,Arsenal,Aston Villa,2,1,H,1,0,H,R Jones,22,4,9,3,10,14,10,3,2,3,0,0,1711.7044324771246,1543.2011695114722,1,3,1,22,4,9,3,10,14,2,3,0,4.9,1.2999999999999998,1.4,1.6,11.0,13.0,3.2,6.2,0.6,2.6,7.8,10.2,2.0599999999999996,3.16,168.5032629656523,0.14602792490720778
E0,2022-08-31,19:30,Bournemouth,Wolves,0,0,D,0,0,D,A Taylor,5,17,2,4,12,12,2,5,2,1,0,0,1495.6149530193097,1443.3909538659684,0,0,0,5,17,2,4,12,12,2,1,0,1.1,2.9000000000000004,1.6,1.8,12.2,12.0,3.8,5.8,0.8,2.0,8.2,9.0,2.3600000000000003,2.94,52.22399915334131,0.14602792490720778
E0,2022-08-31,19:30,Man City,Nott'm Forest,6,0,H,3,0,H,P Tierney,17,8,9,1,9,7,10,1,0,1,0,0,1701.3786649456035,1462.1931645122063,6,6,1,17,8,9,1,9,7,0,1,0,4.4,1.1,1.6,2.4,11.8,15.8,3.6,7.4,0.8,1.8,9.2,8.6,2.26,3.8,239.18550043339724,0.14602792490720778
E0,2022-08-31,19:45,West Ham,Tottenham,1,1,D,0,1,A,P Bankes,14,13,4,4,10,9,3,4,2,5,0,0,1481.7133518121834,1556.7043597420165,0,2,0,14,13,4,4,10,9,2,5,0,2.6,2.5,1.4,2.4,9.8,17.0,3.0,7.6,1.4,2.0,11.0,9.2,1.8800000000000003,3.9799999999999995,-74.99100792983313,0.14602792490720778
E0,2022-08-31,20:00,Liverpool,Newcastle,2,1,H,0,1,A,A Marriner,23,5,6,2,9,10,13,0,0,2,0,0,1658.0269295643109,1556.1162381845652,1,3,1,23,5,6,2,9,10,0,2,0,4.1,1.1,1.2,2.2,10.4,19.0,4.4,8.6,1.8,1.4,11.2,7.0,2.3600000000000003,4.4799999999999995,101.91069137974569,0.14602792490720778
E0,2022-09-01,20:00,Leicester,Man United,0,1,A,0,1,A,C Pawson,10,9,2,2,7,15,1,3,1,3,0,0,1361.637331267425,1531.8667760653489,-1,1,0,10,9,2,2,7,15,1,3,0,1.6,1.5,1.6,2.4,13.0,21.6,5.2,9.4,1.6,1.4,11.4,5.6,2.8600000000000003,4.9799999999999995,-170.22944479792386,0.14605057755168616
E0,2022-09-03,12:30,Everton,Liverpool,0,0,D,0,0,D,A Taylor,14,23,3,8,7,11,7,9,2,2,0,0,1484.1513806432858,1665.175029455161,0,0,0,14,23,3,8,7,11,2,2,0,2.3,4.7,2.0,2.2,13.0,20.0,5.6,9.4,1.4,1.8,11.4,6.4,2.98,4.82,-181.0236488118751,0.1460959762958679
