Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,target_goals_home,target_goals_away,target_shots_home,target_shots_away,target_shots_on_home,target_shots_on_away,target_corners_home,target_corners_away,target_fouls_home,target_fouls_away,target_yellows_home,target_yellows_away,target_reds_home,target_reds_away,shots_home_last5_mean,fouls_home_last5_mean,corners_home_last5_mean,shots_away_last5_mean,fouls_away_last5_mean,corners_away_last5_mean,shots_home_vs_away,fouls_home_vs_away,corners_home_vs_away,avg_shots_against_home,avg_fouls_against_home,avg_corners_against_home,avg_shots_against_away,avg_fouls_against_away,avg_corners_against_away,elo_home,elo_away,elo_diff,elo_all,elo_weak_threshold,elo_strong_threshold,opponent_strength_home,opponent_strength_away,mask_HomeTeam_weak,mask_HomeTeam_average,mask_HomeTeam_strong,goals_vs_weak_home,goals_vs_average_home,goals_vs_strong_home,shots_vs_weak_home,shots_vs_average_home,shots_vs_strong_home,shots_on_vs_weak_home,shots_on_vs_average_home,shots_on_vs_strong_home,mask_AwayTeam_weak,mask_AwayTeam_average,mask_AwayTeam_strong,goals_vs_weak_away,goals_vs_average_away,goals_vs_strong_away,shots_vs_weak_away,shots_vs_average_away,shots_vs_strong_away,shots_on_vs_weak_away,shots_on_vs_average_away,shots_on_vs_strong_away,conversion_vs_weak_home,efficiency_vs_weak_home,conversion_vs_average_home,efficiency_vs_average_home,conversion_vs_strong_home,efficiency_vs_strong_home,conversion_vs_weak_away,efficiency_vs_weak_away,conversion_vs_average_away,efficiency_vs_average_away,conversion_vs_strong_away,efficiency_vs_strong_away
N1,2021-02-05,19:00,For Sittard,Heracles,0,1,A,0,1,A,15,10,3,5,9,12,7,6,2,2,0,0,1.83,1.98,0,1,15,10,3,5,7,6,9,12,2,2,0,0,11.8,11.8,5.0,7.2,9.8,2.6,1.6388888888888888,1.2040816326530612,1.923076923076923,12.783333333333333,10.533333333333333,4.916666666666667,12.846153846153847,10.676923076923078,5.184615384615385,1516.012250738044,1496.0922754562487,19.91997528179536,1506.0522630971464,1491.313671440157,1508.2294030805951,average,strong,False,True,False,2.5,,0.75,11.0,,9.0,6.0,,4.5,False,False,True,1.0,,0.8,5.0,,9.4,1.5,,2.2,0.22706630336058128,0.415973377703827,,,0.08324084350721421,0.16629711751662973,0.1996007984031936,0.6622516556291391,,,0.08501594048884166,0.3619909502262444
N1,2021-02-06,13:00,Zwolle,Waalwijk,1,1,D,0,1,A,19,7,8,3,7,11,6,1,0,0,0,0,1.79,2.02,1,1,19,7,8,3,6,1,7,11,0,0,0,0,11.6,9.0,5.4,10.0,8.6,4.8,1.16,1.0465116279069768,1.1250000000000002,10.766666666666666,10.733333333333334,3.85,12.383333333333333,10.9,4.833333333333333,1480.9687810725295,1428.9646874941925,52.004093578337006,1454.966734283361,1489.815748434268,1507.816074668258,weak,weak,True,False,False,0.5,1.0,1.0,13.5,10.0,11.0,3.75,4.0,3.3333333333333335,True,False,False,0.75,,0.8,8.25,,10.2,2.5,,4.4,0.037009622501850484,0.13297872340425532,0.0999000999000999,0.24937655860349128,0.09082652134423251,0.29910269192422734,0.09079903147699758,0.29880478087649404,,,0.07835455435847209,0.18140589569160998
N1,2021-02-06,13:00,FC Emmen,AZ Alkmaar,0,1,A,0,0,D,6,16,1,5,10,8,2,8,0,1,0,0,1.55,2.42,0,1,6,16,1,5,2,8,10,8,0,1,0,0,8.0,11.2,2.4,12.4,8.4,6.0,0.6451612903225806,1.3333333333333333,0.39999999999999997,11.283333333333333,10.35,4.216666666666667,12.75,11.15,4.8,1363.6299118244895,1575.3181543691312,-211.68824254464175,1469.4740330968102,1488.8023795810118,1507.5,strong,weak,False,False,True,1.6666666666666667,,0.8333333333333334,19.666666666666668,,6.833333333333333,6.333333333333333,,2.1666666666666665,True,False,False,1.6666666666666667,2.0,3.2,17.0,12.0,12.4,6.0,6.0,6.2,0.08470269354565474,0.2627430373095113,,,0.12177301509985389,0.3828483920367535,0.09798157946306094,0.27731558513588467,0.16652789342214822,0.3327787021630616,0.25785656728444806,0.5152979066022545
N1,2021-02-06,15:30,PSV Eindhoven,Twente,3,0,H,2,0,H,25,5,8,2,6,7,7,4,0,0,0,1,1.52,2.49,3,0,25,5,8,2,7,4,6,7,0,0,0,1,17.2,9.4,6.0,9.8,10.0,5.0,1.7551020408163263,0.9400000000000001,1.2,11.316666666666668,10.366666666666667,4.583333333333333,12.646153846153847,10.953846153846154,5.046153846153846,1580.3442990392216,1491.223468967445,89.12083007177671,1535.7838840033332,1489.2440461274527,1508.2050896445753,average,strong,False,True,False,3.25,2.0,1.3333333333333333,19.75,6.0,11.333333333333334,7.75,3.0,4.333333333333333,False,False,True,3.25,0.0,1.6666666666666667,16.75,6.0,10.666666666666666,8.0,2.0,4.333333333333333,0.1644736842105263,0.41881443298969073,0.3327787021630616,0.6644518272425249,0.11754334410813987,0.30698388334612436,0.1939140811455847,0.40574282147315854,0.0,0.0,0.15610365282547614,0.3837298541826555
N1,2021-02-06,15:30,Heerenveen,Vitesse,1,0,H,0,0,D,11,11,3,3,9,8,3,4,0,1,0,0,1.64,2.24,1,0,11,11,3,3,3,4,9,8,0,1,0,0,12.4,10.8,4.6,15.6,11.4,3.8,0.7948717948717949,0.9473684210526316,1.2105263157894737,11.385714285714286,10.657142857142857,4.171428571428572,14.327272727272726,12.163636363636364,5.254545454545454,1469.853911394687,1565.884780482213,-96.03086908752607,1517.86934593845,1489.7933913744787,1508.922056218372,strong,weak,False,False,True,1.0,4.0,1.5,12.0,14.0,13.0,3.3333333333333335,5.0,5.5,True,False,False,2.2,,1.25,16.0,,17.25,5.2,,4.75,0.08326394671107411,0.29910269192422734,0.28551034975017847,0.7984031936127745,0.11529592621060723,0.2722323049001815,0.13741411617738913,0.4222648752399233,,,0.0724217844727694,0.26260504201680673
N1,2021-02-12,17:45,Waalwijk,FC Emmen,1,0,H,0,0,D,19,5,6,2,9,8,8,2,0,0,0,0,1.73,2.09,1,0,19,5,6,2,8,2,9,8,0,0,0,0,16.4,13.0,5.4,9.8,10.2,4.6,1.6734693877551017,1.2745098039215688,1.173913043478261,10.984615384615385,11.076923076923077,4.184615384615385,13.333333333333334,11.049999999999999,5.3,1431.1932664369558,1356.7842947162512,74.40897172070459,1393.9887805766034,1488.788995746271,1508.5941046208927,weak,weak,True,False,False,1.0,,1.3333333333333333,15.166666666666666,,15.0,6.0,,6.666666666666667,True,False,False,0.0,0.5,0.6666666666666666,11.0,10.5,9.0,2.5,2.5,3.3333333333333335,0.06589062156819679,0.1663893510815308,,,0.08882966910948256,0.19970044932601097,0.0,0.0,0.04757373929590866,0.19920318725099603,0.07399186089530152,0.19940179461615154
N1,2021-02-13,11:00,Groningen,Zwolle,1,0,H,1,0,H,14,12,7,4,11,15,6,3,1,1,0,1,2.04,1.76,1,0,14,12,7,4,6,3,11,15,1,1,0,1,13.2,10.8,4.6,14.2,10.8,3.8,0.9295774647887324,1.0,1.2105263157894737,11.049999999999999,10.566666666666666,4.416666666666667,13.549999999999999,10.416666666666666,5.383333333333333,1541.2314026209947,1478.7402021297662,62.49120049122848,1509.9858023753804,1489.2306622927122,1509.1972354415454,weak,strong,True,False,False,1.5,2.0,0.6666666666666666,14.75,12.5,11.333333333333334,5.0,5.0,2.3333333333333335,False,False,True,2.0,1.0,1.0,17.4,10.0,8.0,5.0,5.0,3.0,0.1016260162601626,0.29940119760479045,0.1598721023181455,0.3992015968063872,0.05877167205406993,0.2844950213371266,0.11487650775416428,0.3992015968063872,0.0999000999000999,0.1996007984031936,0.12484394506866417,0.33222591362126247
N1,2021-02-13,13:15,Sparta Rotterdam,For Sittard,1,2,A,1,1,D,16,8,6,3,9,13,3,4,2,2,0,0,1.72,2.1,1,2,16,8,6,3,3,4,9,13,2,2,0,0,13.2,8.4,4.6,11.8,11.0,4.4,1.11864406779661,0.7636363636363637,1.0454545454545452,11.890909090909092,10.127272727272727,4.254545454545454,12.96923076923077,11.215384615384616,4.861538461538462,1494.6344421547751,1500.1531773882732,-5.5187352334980915,1497.393809771524,1489.7710343146894,1508.9048575169236,average,average,False,True,False,3.0,0.0,2.0,13.0,12.0,14.0,6.666666666666667,5.0,4.6,False,True,False,2.0,2.0,0.6666666666666666,11.2,15.0,12.666666666666666,5.6,5.0,4.666666666666667,0.23059185242121447,0.4493260109835247,0.0,0.0,0.14275517487508924,0.4338394793926248,0.17841213202497772,0.3565062388591801,0.13324450366422386,0.3992015968063872,0.05259006047856955,0.14255167498218102
N1,2021-02-13,15:30,Den Haag,PSV Eindhoven,2,2,D,1,0,H,5,35,2,15,5,11,1,17,0,1,0,0,1.43,2.74,2,2,5,35,2,15,1,17,5,11,0,1,0,0,9.6,8.4,4.4,18.0,8.2,10.0,0.5333333333333333,1.024390243902439,0.44000000000000006,13.076923076923077,10.307692307692308,4.8769230769230765,12.583333333333334,10.533333333333333,5.15,1410.9167122919923,1591.5788688893824,-180.6621565973901,1501.2477905906874,1490.508817287739,1508.5697911848729,strong,weak,False,False,True,0.3333333333333333,1.5,1.25,11.666666666666666,8.5,7.75,3.0,4.0,3.25,True,False,False,3.0,3.0,1.8571428571428572,18.5,12.0,12.0,9.5,5.0,5.0,0.028546959748786755,0.1107419712070875,0.17626321974148063,0.3740648379052369,0.16108247422680413,0.3834355828220859,0.16207455429497566,0.31545741324921134,0.2497918401332223,0.5988023952095809,0.15463304389199478,0.3706871970345024
N1,2021-02-13,17:45,Heracles,Ajax,0,2,A,0,1,A,14,7,2,3,11,13,5,2,1,1,0,0,1.4,2.87,0,2,14,7,2,3,5,2,11,13,1,1,0,0,12.6,9.8,6.2,18.4,12.2,6.6,0.6847826086956522,0.8032786885245903,0.9393939393939394,11.416666666666666,11.366666666666667,3.9,12.683333333333332,10.866666666666667,5.0,1511.9513488060195,1632.736504470303,-120.7851556642836,1572.3439266381613,1491.2466002607887,1509.1800367400972,strong,strong,False,False,True,1.5,,1.4,16.75,,9.4,6.0,,3.6,False,False,True,5.75,2.0,2.25,33.5,19.0,18.0,13.75,8.0,7.0,0.08949880668257756,0.24958402662229617,,,0.14877789585547288,0.3878116343490305,0.17159056997911074,0.4178779069767442,0.10520778537611783,0.24968789013732834,0.12493059411438089,0.3209700427960057
N1,2021-02-14,11:15,AZ Alkmaar,Heerenveen,3,1,H,1,0,H,15,5,9,4,10,8,8,2,1,2,0,0,1.57,2.35,3,1,15,5,9,4,8,2,10,8,1,2,0,0,12.8,9.0,7.2,9.2,8.6,4.0,1.3913043478260871,1.0465116279069768,1.8,11.76923076923077,10.584615384615384,4.661538461538462,12.618181818181819,10.527272727272727,5.4363636363636365,1582.1637714773694,1488.8974473556796,93.26632412168988,1535.5306094165244,1491.7715287261879,1509.6317003401737,weak,strong,True,False,False,2.5,,1.4,20.5,,10.8,7.0,,4.6,False,False,True,0.8,2.0,0.6666666666666666,13.8,8.0,11.666666666666666,4.6,3.5,4.333333333333333,0.12189176011701608,0.3566333808844508,,,0.1295097132284921,0.30368763557483736,0.05792903692976104,0.17353579175704992,0.24968789013732834,0.5698005698005698,0.05709391949757351,0.15349194167306218
N1,2021-02-14,13:30,Feyenoord,Willem II,5,0,H,1,0,H,23,6,12,3,12,8,9,4,1,1,0,0,1.55,2.41,5,0,23,6,12,3,9,4,12,8,1,1,0,0,18.2,11.2,5.8,10.8,11.0,2.0,1.6851851851851851,1.018181818181818,2.9,11.383333333333333,10.266666666666667,4.05,14.384615384615385,11.430769230769231,5.476923076923077,1557.9857517078738,1394.7021408104365,163.28361089743726,1476.343946259155,1490.4864602279497,1509.4552159632706,weak,strong,True,False,False,0.5,2.0,2.4,20.5,18.5,12.6,5.5,5.5,6.0,False,False,True,1.0,,1.0,13.25,,8.4,4.5,,2.8,0.024378352023403216,0.09074410163339383,0.10804970286331712,0.3629764065335753,0.19032513877874702,0.39933444259567386,0.07541478129713423,0.22172949002217296,,,0.11890606420927467,0.3558718861209965
N1,2021-02-14,13:30,Utrecht,VVV Venlo,3,1,H,0,0,D,24,11,11,3,16,7,6,3,0,0,0,0,1.54,2.42,3,1,24,11,11,3,6,3,16,7,0,0,0,0,17.8,12.6,9.0,9.8,10.4,2.4,1.816326530612245,1.2115384615384615,3.75,11.323076923076922,10.307692307692308,3.338461538461538,14.583333333333334,10.950000000000001,6.0,1536.4625625294543,1463.037962575968,73.42459995348622,1499.7502625527113,1491.2242432009994,1509.1628380386487,weak,strong,True,False,False,1.75,,1.3333333333333333,19.0,,16.5,6.75,,4.5,False,False,True,2.3333333333333335,2.0,1.0,12.666666666666666,12.0,8.6,5.333333333333333,3.0,3.0,0.0920568122041031,0.2588757396449704,,,0.0807591358772461,0.29563932002956395,0.18406521167499346,0.43668122270742366,0.16652789342214822,0.6644518272425249,0.11614401858304298,0.33222591362126247
N1,2021-02-14,15:45,Vitesse,Twente,0,2,A,0,1,A,10,6,1,3,10,11,4,2,1,1,0,0,1.74,2.07,0,2,10,6,1,3,4,2,10,11,1,1,0,0,12.8,14.4,6.6,7.4,9.2,3.8,1.7297297297297298,1.565217391304348,1.736842105263158,11.566666666666668,10.916666666666666,4.8500000000000005,12.646153846153847,10.953846153846154,5.046153846153846,1546.8412445212205,1479.988899117284,66.8523454039364,1513.4150718192523,1491.7704571171635,1509.6260909934972,weak,strong,True,False,False,2.0,1.0,1.6,13.333333333333334,16.0,13.0,5.333333333333333,4.0,5.4,False,False,True,3.25,0.0,1.25,16.75,6.0,9.25,8.0,2.0,3.75,0.14988758431176616,0.3742981908920774,0.062460961898813235,0.24937655860349128,0.12298232129131438,0.2957486136783734,0.1939140811455847,0.40574282147315854,0.0,0.0,0.13498920086393087,0.3324468085106383
N1,2021-02-19,19:00,Willem II,Utrecht,0,6,A,0,3,A,7,20,1,8,6,8,3,1,1,0,0,0,1.54,2.44,0,6,7,20,1,8,3,1,6,8,1,0,0,0,10.8,8.4,2.8,14.2,14.0,4.4,0.7605633802816902,0.6,0.6363636363636362,12.945454545454545,10.436363636363636,5.127272727272727,13.049999999999999,10.883333333333333,4.8500000000000005,1386.274742823435,1548.338932003615,-162.06418918017994,1467.306837413525,1490.4641031681604,1509.4380172618223,strong,weak,False,False,True,1.6666666666666667,,1.0,9.666666666666666,,11.666666666666666,4.333333333333333,,5.5,True,False,False,1.6666666666666667,,0.6,9.333333333333334,,13.0,4.333333333333333,,6.2,0.1722356183258698,0.3837298541826555,,,0.08564087924636027,0.18148820326678766,0.17838030681412773,0.3837298541826555,,,0.04611837048424289,0.0966183574879227
N1,2021-02-20,17:45,FC Emmen,Zwolle,3,2,H,2,1,H,14,10,5,2,18,8,7,3,2,1,0,0,1.81,1.98,3,2,14,10,5,2,7,3,18,8,2,1,0,0,7.8,12.8,3.0,12.2,10.6,3.6,0.639344262295082,1.207547169811321,0.8333333333333333,11.283333333333333,10.35,4.216666666666667,13.549999999999999,10.416666666666666,5.383333333333333,1344.9485569587691,1466.409441734972,-121.46088477620287,1405.6789993468706,1489.1905107884902,1509.1456393372005,weak,weak,True,False,False,1.6666666666666667,,0.7142857142857143,19.666666666666668,,6.714285714285714,6.333333333333333,,2.0,True,False,False,2.0,1.0,0.75,17.4,10.0,9.0,5.0,5.0,3.25,0.08470269354565474,0.2627430373095113,,,0.10622477161674103,0.3553660270078181,0.11487650775416428,0.3992015968063872,0.0999000999000999,0.1996007984031936,0.08324084350721421,0.23006134969325154
N1,2021-02-20,19:00,VVV Venlo,AZ Alkmaar,1,4,A,1,1,D,5,20,1,10,13,9,2,12,0,1,1,0,1.43,2.78,1,4,5,20,1,10,2,12,13,9,0,1,1,0,8.2,13.4,3.2,14.0,9.4,7.6,0.5857142857142856,1.425531914893617,0.4210526315789474,13.65,11.4,5.033333333333333,12.75,11.15,4.8,1451.1615931018075,1593.231152862268,-142.06955976046038,1522.1963729820377,1489.7039631353211,1509.6204816468207,strong,weak,False,False,True,1.8,,1.25,9.8,,7.0,3.0,,2.5,True,False,False,1.5,2.0,3.2,16.75,12.0,12.4,5.75,6.0,6.2,0.18348623853211007,0.5980066445182725,,,0.1783166904422254,0.4980079681274901,0.08949880668257756,0.2604166666666667,0.16652789342214822,0.3327787021630616,0.25785656728444806,0.5152979066022545
N1,2021-02-20,20:00,For Sittard,Den Haag,2,0,H,1,0,H,13,4,5,1,6,6,5,3,0,1,0,0,1.69,2.16,2,0,13,4,5,1,5,3,6,6,0,1,0,0,10.8,11.0,4.4,6.4,9.0,3.0,1.6875,1.2222222222222223,1.4666666666666668,12.783333333333333,10.533333333333333,4.916666666666667,14.066666666666668,10.85,5.566666666666666,1514.914934472012,1418.0820675963885,96.8328668756235,1466.4985010342002,1488.7354604073084,1509.4208185603738,weak,strong,True,False,False,2.5,0.0,0.75,11.0,15.0,9.0,6.0,3.0,4.5,False,False,True,1.3333333333333333,0.5,0.75,11.0,5.5,6.5,4.0,1.5,2.75,0.22706630336058128,0.415973377703827,0.0,0.0,0.08324084350721421,0.16629711751662973,0.12110202845897668,0.3325020781379884,0.09074410163339383,0.33112582781456956,0.1152073732718894,0.27173913043478265
N1,2021-02-21,11:15,Twente,Feyenoord,2,2,D,2,1,H,9,10,6,2,9,9,4,3,1,2,0,0,1.66,2.2,2,2,9,10,6,2,4,3,9,9,1,2,0,0,14.2,10.0,6.0,14.2,10.2,5.4,1.0,0.9803921568627452,1.111111111111111,12.816666666666668,10.866666666666667,4.3,13.399999999999999,11.338461538461539,5.846153846153846,1497.840046356354,1566.4131496948753,-68.57310333852138,1532.1265980256146,1489.1771269537496,1509.7102311936442,strong,average,False,False,True,1.25,,0.8,15.5,,12.6,5.0,,4.4,False,True,False,2.25,2.0,1.5,19.0,18.0,15.5,6.0,8.0,4.75,0.08059316569954868,0.24950099800399203,,,0.06344171292624902,0.18140589569160998,0.11835875854813255,0.37437603993344426,0.11104941699056078,0.24968789013732834,0.09671179883945842,0.31512605042016806
N1,2021-02-21,19:00,Ajax,Sparta Rotterdam,4,2,H,3,0,H,16,12,7,4,4,9,3,3,0,1,0,0,1.25,3.82,4,2,16,12,7,4,3,3,4,9,0,1,0,0,17.6,11.6,7.2,13.2,11.8,3.8,1.3333333333333335,0.983050847457627,1.8947368421052633,12.345454545454546,10.4,4.309090909090909,11.483333333333334,11.25,4.8,1642.7221891564561,1479.8726850710364,162.84950408541977,1561.2974371137461,1489.6816060755318,1509.8742361507732,weak,strong,True,False,False,4.25,,2.2,24.25,,15.2,11.0,,4.0,False,False,True,2.0,0.5,1.0,16.666666666666668,15.0,9.0,6.666666666666667,3.0,3.6666666666666665,0.17518549051937343,0.3860127157129882,,,0.1446416831032216,0.5486284289276808,0.11992804317409553,0.29955067398901647,0.033311125916055964,0.16611295681063123,0.11098779134295228,0.271985494106981
N1,2021-02-21,13:30,Heerenveen,Groningen,1,1,D,1,0,H,8,16,2,2,12,7,6,4,0,0,0,0,1.92,1.88,1,1,8,16,2,2,6,4,12,7,0,0,0,0,10.8,11.2,4.6,10.2,11.4,3.6,1.058823529411765,0.9824561403508771,1.2777777777777777,11.385714285714286,10.657142857142857,4.171428571428572,13.116666666666667,11.4,5.116666666666666,1477.830065970781,1553.5621630157889,-75.73209704500778,1515.696114493285,1490.4193890485815,1509.9598567417509,strong,weak,False,False,True,1.0,4.0,1.4,12.0,14.0,12.6,3.3333333333333335,5.0,5.0,True,False,False,2.0,2.0,1.25,13.666666666666666,7.0,10.0,5.666666666666667,2.0,2.75,0.08326394671107411,0.29910269192422734,0.28551034975017847,0.7984031936127745,0.11102299762093576,0.27944111776447106,0.14623446258835,0.35231943628890194,0.28530670470756064,0.9950248756218907,0.12487512487512488,0.4528985507246377
N1,2021-02-21,15:45,PSV Eindhoven,Vitesse,3,1,H,0,1,A,22,10,15,3,19,8,1,1,2,0,0,0,1.64,2.24,3,1,22,10,15,3,1,1,19,8,2,0,0,0,20.4,11.2,5.6,14.4,10.8,3.4,1.4166666666666665,1.037037037037037,1.6470588235294117,11.316666666666668,10.366666666666667,4.583333333333333,14.327272727272726,12.163636363636364,5.254545454545454,1584.4135135849863,1528.9900972821506,55.423416302835676,1556.7018054335686,1491.1571720216311,1510.4546586953923,strong,strong,False,False,True,3.25,2.5,1.3333333333333333,19.75,15.5,11.333333333333334,7.75,5.5,4.333333333333333,False,False,True,1.8333333333333333,,1.25,15.166666666666666,,17.25,4.833333333333333,,4.75,0.1644736842105263,0.41881443298969073,0.16118633139909735,0.4537205081669692,0.11754334410813987,0.30698388334612436,0.12079947287502746,0.37852718513420514,,,0.0724217844727694,0.26260504201680673
N1,2021-02-21,13:30,Waalwijk,Heracles,3,0,H,2,0,H,8,7,5,0,7,8,5,3,1,2,0,0,1.85,1.95,3,0,8,7,5,0,5,3,7,8,1,2,0,0,15.0,12.0,5.0,7.0,9.0,2.6,2.142857142857143,1.3333333333333333,1.923076923076923,10.984615384615385,11.076923076923077,4.184615384615385,12.846153846153847,10.676923076923078,5.184615384615385,1443.029004194438,1501.9656641198665,-58.93665992542856,1472.4973341571522,1489.6592490157425,1510.1081127197313,average,weak,False,True,False,1.0,,1.3333333333333333,15.714285714285714,,15.0,6.0,,6.666666666666667,True,False,False,1.0,,0.8333333333333334,5.0,,9.5,1.5,,2.6666666666666665,0.06359589352230399,0.1663893510815308,,,0.08882966910948256,0.19970044932601097,0.1996007984031936,0.6622516556291391,,,0.08762705923589205,0.3113325031133251
N1,2021-02-24,15:30,Willem II,Den Haag,1,1,D,0,0,D,13,8,3,3,14,7,9,1,4,0,1,1,1.81,1.99,1,1,13,8,3,3,9,1,14,7,4,0,1,1,11.4,10.0,4.6,6.6,9.4,2.8,1.7272727272727275,1.0638297872340425,1.6428571428571428,12.945454545454545,10.436363636363636,5.127272727272727,14.066666666666668,10.85,5.566666666666666,1377.8047407723436,1407.1576924472022,-29.35295167485856,1392.481216609773,1488.7086927378273,1509.957262178388,weak,weak,True,False,False,1.6666666666666667,,0.8571428571428571,9.666666666666666,,11.0,4.333333333333333,,4.857142857142857,True,False,False,1.3333333333333333,0.5,0.6,11.0,5.5,6.0,4.0,1.5,2.4,0.1722356183258698,0.3837298541826555,,,0.07785130400934215,0.17610801291458764,0.12110202845897668,0.3325020781379884,0.09074410163339383,0.33112582781456956,0.09983361064891846,0.24896265560165978
N1,2021-02-24,17:45,Groningen,Feyenoord,0,0,D,0,0,D,8,19,3,4,13,9,3,7,0,0,0,0,1.85,1.95,0,0,8,19,3,4,3,7,13,9,0,0,0,0,13.2,12.0,4.8,13.2,9.2,5.2,1.0,1.3043478260869565,0.923076923076923,11.049999999999999,10.566666666666666,4.416666666666667,13.399999999999999,11.338461538461539,5.846153846153846,1550.3433629662245,1563.490463363686,-13.1471003974616,1556.9169131649553,1489.1503592842682,1510.4342736380004,strong,strong,False,False,True,1.4,2.0,0.6666666666666666,14.6,12.5,11.333333333333334,5.4,5.0,2.3333333333333335,False,False,True,2.25,2.0,1.5,19.0,14.0,15.5,6.0,5.0,4.75,0.09582477754962354,0.2587800369685767,0.1598721023181455,0.3992015968063872,0.05877167205406993,0.2844950213371266,0.11835875854813255,0.37437603993344426,0.14275517487508924,0.3992015968063872,0.09671179883945842,0.31512605042016806
N1,2021-02-26,19:00,Zwolle,Heerenveen,4,1,H,0,1,A,21,10,10,4,9,18,4,4,1,2,0,0,1.8,2.0,4,1,21,10,10,4,4,4,9,18,1,2,0,0,12.6,9.8,4.8,9.0,10.4,4.6,1.4,0.9423076923076923,1.0434782608695652,10.766666666666666,10.733333333333334,3.85,12.618181818181819,10.527272727272727,5.4363636363636365,1446.3692298155072,1481.0488660203455,-34.67963620483829,1463.7090479179265,1488.2536423566455,1510.0877276623396,weak,weak,True,False,False,0.6,1.0,1.0,14.6,10.0,11.0,4.6,4.0,3.3333333333333335,True,False,False,0.8,2.0,0.6666666666666666,13.8,8.0,10.0,4.6,3.5,4.666666666666667,0.04106776180698152,0.13015184381778744,0.0999000999000999,0.24937655860349128,0.09082652134423251,0.29910269192422734,0.05792903692976104,0.17353579175704992,0.24968789013732834,0.5698005698005698,0.0666000666000666,0.14255167498218102
N1,2021-02-27,15:30,Utrecht,FC Emmen,0,1,A,0,1,A,12,13,5,4,16,14,8,4,5,4,0,0,1.46,2.66,0,1,12,13,5,4,8,4,16,14,5,4,0,0,16.4,13.6,8.8,11.4,10.6,3.8,1.43859649122807,1.2830188679245282,2.3157894736842106,11.323076923076922,10.307692307692308,3.338461538461538,13.333333333333334,11.049999999999999,5.3,1556.8089340547062,1364.988768878234,191.8201651764723,1460.8988514664702,1487.7811673183026,1509.9546676150248,weak,strong,True,False,False,2.0,,1.4,20.0,,12.2,7.6,,4.2,False,False,True,0.0,0.5,0.6666666666666666,9.8,10.5,9.0,2.4,2.5,3.3333333333333335,0.09995002498750624,0.2628120893561104,,,0.11466011466011466,0.332541567695962,0.0,0.0,0.04757373929590866,0.19920318725099603,0.07399186089530152,0.19940179461615154
N1,2021-02-27,17:45,Den Haag,Waalwijk,0,0,D,0,0,D,10,4,2,0,11,13,6,3,2,1,0,0,1.95,1.85,0,0,10,4,2,0,6,3,11,13,2,1,0,0,10.0,8.6,4.8,8.8,9.0,4.4,1.1363636363636362,0.9555555555555555,1.0909090909090908,13.076923076923077,10.307692307692308,4.8769230769230765,12.383333333333333,10.9,4.833333333333333,1405.893430175715,1460.5493756338474,-54.655945458132464,1433.2214029047811,1486.9430467154766,1509.9105600378546,weak,weak,True,False,False,0.3333333333333333,1.5,1.4,11.666666666666666,8.5,7.2,3.0,4.0,3.0,True,False,False,0.8,,0.8,8.0,,10.2,2.6,,4.4,0.028546959748786755,0.1107419712070875,0.17626321974148063,0.3740648379052369,0.1941747572815534,0.46511627906976744,0.09987515605493134,0.30651340996168586,,,0.07835455435847209,0.18140589569160998
N1,2021-02-27,19:00,Vitesse,VVV Venlo,4,1,H,1,1,D,23,5,8,2,12,14,3,2,0,0,0,0,1.57,2.37,4,1,23,5,8,2,3,2,12,14,0,0,0,0,15.0,12.4,6.4,10.0,11.4,2.2,1.5,1.087719298245614,2.909090909090909,11.566666666666668,10.916666666666666,4.8500000000000005,14.583333333333334,10.950000000000001,6.0,1516.362826229172,1441.9747828820168,74.38804334715519,1479.1688045555943,1485.580973438076,1509.8664524606843,weak,strong,True,False,False,1.5,1.0,1.6,12.5,16.0,13.0,4.25,4.0,5.4,False,False,True,2.3333333333333335,2.0,1.0,12.666666666666666,12.0,9.0,5.333333333333333,3.0,3.0,0.11990407673860912,0.35211267605633806,0.062460961898813235,0.24937655860349128,0.12298232129131438,0.2957486136783734,0.18406521167499346,0.43668122270742366,0.16652789342214822,0.6644518272425249,0.11098779134295228,0.33222591362126247
N1,2021-02-27,20:00,Heracles,Twente,2,2,D,1,1,D,9,7,6,3,9,13,3,1,0,0,0,0,1.88,1.91,2,2,9,7,6,3,3,1,9,13,0,0,0,0,12.0,10.2,6.2,6.8,9.4,3.6,1.7647058823529411,1.0851063829787233,1.7222222222222223,11.416666666666666,11.366666666666667,3.9,12.646153846153847,10.953846153846154,5.046153846153846,1484.445292680457,1500.7627326875431,-16.317440007086134,1492.604012684,1486.2518453508255,1509.7831527004384,average,weak,False,True,False,1.5,,1.1666666666666667,16.75,,10.166666666666666,6.0,,3.3333333333333335,True,False,False,3.25,0.0,1.4,16.75,6.0,8.6,8.0,2.0,3.6,0.08949880668257756,0.24958402662229617,,,0.11464133639043565,0.3489531405782652,0.1939140811455847,0.40574282147315854,0.0,0.0,0.16260162601626016,0.3878116343490305
